Time,PosX,PosY,PosZ,RotX,RotY,RotZ
6.306941,18.10248,23.73138,-17.54896,0,0,0
6.318037,18.10248,23.73138,-17.54896,0,0,0
6.329059,18.10248,23.73138,-17.54896,0,0,0
6.340331,18.10248,23.73138,-17.54896,0,0,0
6.351371,18.10248,23.73138,-17.54896,0,0,0
6.362655,18.10248,23.73138,-17.54896,0,0,0
6.373618,18.10248,23.73138,-17.54896,0,0,0
6.384978,18.10248,23.73138,-17.54896,0,0,0
6.395813,18.10248,23.73138,-17.54896,0,0,0
6.407103,18.10248,23.73138,-17.54896,0,0,0
6.418223,18.10248,23.73138,-17.54896,0,0,0
6.429172,18.10248,23.73138,-17.54896,0,0,0
6.440571,18.10248,23.73138,-17.54896,0,0,0
6.451452,18.10248,23.73138,-17.54896,0,0,0
6.462454,18.10248,23.73138,-17.54896,0,0,0
6.473707,18.10248,23.73138,-17.54896,0,0,0
6.484618,18.10248,23.73138,-17.54896,0,0,0
6.496146,18.10248,23.73138,-17.54896,0,0,0
6.506967,18.10248,23.73138,-17.54896,0,0,0
6.51802,18.10248,23.73138,-17.54896,0,0,0
6.529362,18.10248,23.73138,-17.54896,0,0,0
6.540519,18.10248,23.73138,-17.54896,0,0,0
6.551468,18.10248,23.73138,-17.54896,0,0,0
6.562525,18.10248,23.73138,-17.54896,0,0,0
6.573914,18.10248,23.73138,-17.54896,0,0,0
6.585035,18.10248,23.73138,-17.54896,0,0,0
6.596212,18.10248,23.73138,-17.54896,0,0,0
6.606993,18.10248,23.73138,-17.54896,0,0,0
6.618088,18.10248,23.73138,-17.54896,0,0,0
6.629232,18.10248,23.73138,-17.54896,0,0,0
6.6405,18.10248,23.73138,-17.54896,0,0,0
6.651407,18.10248,23.73138,-17.54896,0,0,0
6.662452,18.10248,23.73138,-17.54896,0,0,0
6.673669,18.10248,23.73138,-17.54896,0,0,0
6.684661,18.10248,23.73138,-17.54896,0,0,0
6.695811,18.10248,23.73138,-17.54896,0,0,0
6.706998,18.10248,23.73138,-17.54896,0,0,0
6.717951,18.10248,23.73138,-17.54896,0,0,0
6.729175,18.10248,23.73138,-17.54896,0,0,0
6.740286,18.10248,23.73138,-17.54896,0,0,0
6.751438,18.10248,23.73138,-17.54896,0,0,0
6.762549,18.10248,23.73138,-17.54896,0,0,0
6.773899,18.10248,23.73138,-17.54896,0,0,0
6.784745,18.10248,23.73138,-17.54896,0,0,0
6.795765,18.10248,23.73138,-17.54896,0,0,0
6.807233,18.10248,23.73138,-17.54896,0,0,0
6.818146,18.10248,23.73138,-17.54896,0,0,0
6.829285,18.10248,23.73138,-17.54896,0,0,0
6.840257,18.10248,23.73138,-17.54896,0,0,0
6.851544,18.10248,23.73138,-17.54896,0,0,0
6.862628,18.10248,23.73138,-17.54896,0,0,0
6.873767,18.10248,23.73138,-17.54896,0,0,0
6.884976,18.10248,23.73138,-17.54896,0,0,0
6.895941,18.10248,23.73138,-17.54896,0,0,0
6.907117,18.10248,23.73138,-17.54896,0,0,0
6.918034,18.10248,23.73138,-17.54896,0,0,0
6.92959,18.10248,23.73138,-17.54896,0,0,0
6.940895,18.10248,23.73138,-17.54896,0,0,0
6.952203,18.10248,23.73138,-17.54896,0,0,0
6.962692,18.10248,23.73138,-17.54896,0,0,0
6.973916,18.10248,23.73138,-17.54896,0,0,0
6.985266,18.10248,23.73138,-17.54896,0,0,0
6.996271,18.10248,23.73138,-17.54896,0,0,0
7.00712,18.10248,23.73138,-17.54896,0,0,0
7.018231,18.10248,23.73138,-17.54896,0,0,0
7.029428,18.10248,23.73138,-17.54896,0,0,0
7.041241,18.10248,23.73138,-17.54896,0,0,0
7.05193,18.10248,23.73138,-17.54896,0,0,0
7.06269,18.10248,23.73138,-17.54896,0,0,0
7.073792,18.10248,23.73138,-17.54896,0,0,0
7.08492,18.10248,23.73138,-17.54896,0,0,0
7.095963,18.10248,23.73138,-17.54896,0,0,0
7.10749,18.10248,23.73138,-17.54896,0,0,0
7.118362,18.10248,23.73138,-17.54896,0,0,0
7.129717,18.10248,23.73138,-17.54896,0,0,0
7.140596,18.10248,23.73138,-17.54896,0,0,0
7.151495,18.10248,23.73138,-17.54896,0,0,0
7.162838,18.10248,23.73138,-17.54896,0,0,0
7.17373,18.10248,23.73138,-17.54896,0,0,0
7.184868,18.10248,23.73138,-17.54896,0,0,0
7.195976,18.10248,23.73138,-17.54896,0,0,0
7.207515,18.10248,23.73138,-17.54896,0,0,0
7.218131,18.10248,23.73138,-17.54896,0,0,0
7.230816,18.10248,23.73138,-17.54896,0,0,0
7.240721,18.10248,23.73138,-17.54896,0,0,0
7.251606,18.10248,23.73138,-17.54896,0,0,0
7.262658,18.10248,23.73138,-17.54896,0,0,0
7.274133,18.10248,23.73138,-17.54896,0,0,0
7.284912,18.10248,23.73138,-17.54896,0,0,0
7.296042,18.10248,23.73138,-17.54896,0,0,0
7.307078,18.10248,23.73138,-17.54896,0,0,0
7.318048,18.10248,23.73138,-17.54896,0,0,0
7.329329,18.10248,23.73138,-17.54896,0,0,0
7.340483,18.10248,23.73138,-17.54896,0,0,0
7.351642,18.10248,23.73138,-17.54896,0,0,0
7.362624,18.10248,23.73138,-17.54896,0,0,0
7.373668,18.10248,23.73138,-17.54896,0,0,0
7.384662,18.10248,23.73138,-17.54896,0,0,0
7.396438,18.10248,23.73138,-17.54896,0,0,0
7.407064,18.10248,23.73138,-17.54896,0,0,0
7.41821,18.10248,23.73138,-17.54896,0,0,0
7.429241,18.10248,23.73138,-17.54896,0,0,0
7.440291,18.10248,23.73138,-17.54896,0,0,0
7.451571,18.10248,23.73138,-17.54896,0,0,0
7.462438,18.10248,23.73138,-17.54896,0,0,0
7.4738,18.10248,23.73138,-17.54896,0,0,0
7.484993,18.10248,23.73138,-17.54896,0,0,0
7.496006,18.10248,23.73138,-17.54896,0,0,0
7.506953,18.10248,23.73138,-17.54896,0,0,0
7.518021,18.10248,23.73138,-17.54896,0,0,0
7.52919,18.10248,23.73138,-17.54896,0,0,0
7.540373,18.10248,23.73138,-17.54896,0,0,0
7.551306,18.10248,23.73138,-17.54896,0,0,0
7.562446,18.10248,23.73138,-17.54896,0,0,0
7.573489,18.10248,23.73138,-17.54896,0,0,0
7.584984,18.10248,23.73138,-17.54896,0,0,0
7.595923,18.10248,23.73138,-17.54896,0,0,0
7.606968,18.10248,23.73138,-17.54896,0,0,0
7.61794,18.10248,23.73138,-17.54896,0,0,0
7.629364,18.10248,23.73138,-17.54896,0,0,0
7.640337,18.10248,23.73138,-17.54896,0,0,0
7.65137,18.10248,23.73138,-17.54896,0,0,0
7.662423,18.10248,23.73138,-17.54896,0,0,0
7.673665,18.10248,23.73138,-17.54896,0,0,0
7.685154,18.10248,23.73138,-17.54896,0,0,0
7.696108,18.10248,23.73138,-17.54896,0,0,0
7.707179,18.10248,23.73138,-17.54896,0,0,0
7.717986,18.10248,23.73138,-17.54896,0,0,0
7.729234,18.10248,23.73138,-17.54896,0,0,0
7.740263,18.10248,23.73138,-17.54896,0,0,0
7.751602,18.10248,23.73138,-17.54896,0,0,0
7.762723,18.10248,23.73138,-17.54896,0,0,0
7.773519,18.10248,23.73138,-17.54896,0,0,0
7.785022,18.10248,23.73138,-17.54896,0,0,0
7.795882,18.10248,23.73138,-17.54896,0,0,0
7.806915,18.10248,23.73138,-17.54896,0,0,0
7.817967,18.10248,23.73138,-17.54896,0,0,0
7.829064,18.10248,23.73138,-17.54896,0,0,0
7.840251,18.10248,23.73138,-17.54896,0,0,0
7.851336,18.10248,23.73138,-17.54896,0,0,0
7.862705,18.10248,23.73138,-17.54896,0,0,0
7.873551,18.10248,23.73138,-17.54896,0,0,0
7.884609,18.10248,23.73138,-17.54896,0,0,0
7.895798,18.10248,23.73138,-17.54896,0,0,0
7.906925,18.10248,23.73138,-17.54896,0,0,0
7.91801,18.10248,23.73138,-17.54896,0,0,0
7.929135,18.10248,23.73138,-17.54896,0,0,0
7.940346,18.10248,23.73138,-17.54896,0,0,0
7.951397,18.10248,23.73138,-17.54896,0,0,0
7.962499,18.10248,23.73138,-17.54896,0,0,0
7.973664,18.10248,23.73138,-17.54896,0,0,0
7.984817,18.10248,23.73138,-17.54896,0,0,0
7.995902,18.10248,23.73138,-17.54896,0,0,0
8.006956,18.10248,23.73138,-17.54896,0,0,0
8.018117,18.10248,23.73138,-17.54896,0,0,0
